_id,code_etablissement,CRE,delegation,nom_etablissement,Type,cre_ar,delagation_ar,code_auto,nom_etablissement_ar,region_ar,cycle_ar,Latitude initiale,Longitude initiale
4151,10843006,Sousse,HAMMEM SOUSSE,E.P.ROUTE PLAGE,E.PRIMAIRE,سوسة,حمام سوسة,843006,م.إ.  طريق الشاطئ,منطقة بلدية,مدرسة ابتدائية,35.863242,10.603721
4152,10843007,Sousse,HAMMEM SOUSSE,E.P.SIDI EL KANTAOUI,E.PRIMAIRE,سوسة,حمام سوسة,843007,م.إ.  سيدي القنطاوي,منطقة بلدية,مدرسة ابتدائية,35.88752,10.594783
4153,10843008,Sousse,HAMMEM SOUSSE,E.P.ABOU EL KACEM EC'CHEBBI,E.PRIMAIRE,سوسة,حمام سوسة,843008,م.إ. أبو القاسم الشابي,منطقة بلدية,مدرسة ابتدائية,35.857294,10.586453
4154,10843101,Sousse,HERGLA,E.P.HABIB EL KEMEL,E.PRIMAIRE,سوسة,هرقلة,843101,م.إ.  الحبيب الكامل-,منطقة بلدية,مدرسة ابتدائية,36.029325,10.508772
4155,10843102,Sousse,HERGLA,E.P.ESSOUIH,E.PRIMAIRE,سوسة,هرقلة,843102,م.إ.  السويح,منطقة غير بلدية,مدرسة ابتدائية,36.0306479999999,10.401495
4156,10843103,Sousse,HERGLA,E.P.EL ARIBET,E.PRIMAIRE,سوسة,هرقلة,843103,م.إ.  العريبات,منطقة غير بلدية,مدرسة ابتدائية,36.021013,10.4635079999999
4157,10843201,Sousse,AKOUDA,E.P.BOURGUIBA,E.PRIMAIRE,سوسة,أكودة,843201,م.إ.  بورقيبة,منطقة بلدية,مدرسة ابتدائية,35.865892,10.567534
4158,10843202,Sousse,AKOUDA,E.P.ER RAJIHIA,E.PRIMAIRE,سوسة,أكودة,843202,م.إ.  الراجحية أكودة,منطقة بلدية,مدرسة ابتدائية,35.866795,10.567904
4159,10843203,Sousse,AKOUDA,E.P.HACHED,E.PRIMAIRE,سوسة,أكودة,843203,م.إ.  حشاد,منطقة بلدية,مدرسة ابتدائية,35.8694599999999,10.570588
4160,10843204,Sousse,AKOUDA,E.P.CHOTT MERIEM,E.PRIMAIRE,سوسة,أكودة,843204,م.إ.  شط مريم,منطقة غير بلدية,مدرسة ابتدائية,35.9380799999999,10.555099
4161,10843205,Sousse,AKOUDA,E.P.EL FAKAIA,E.PRIMAIRE,سوسة,أكودة,843205,م.إ.  الفقاعية,منطقة غير بلدية,مدرسة ابتدائية,35.959825,10.5327459999999
4162,10843206,Sousse,AKOUDA,"E.P.""ALI HATTAB""",E.PRIMAIRE,سوسة,أكودة,843206,"م.إ.  ""علي الحطاب أكودة""",منطقة بلدية,مدرسة ابتدائية,35.872506,10.561984
4163,10843207,Sousse,AKOUDA,E.P.HATEM,E.PRIMAIRE,سوسة,أكودة,843207,م.إ.  حاتم,منطقة بلدية,مدرسة ابتدائية,35.882213,10.565409
4164,10843208,Sousse,AKOUDA,E.P.TANTANA,E.PRIMAIRE,سوسة,أكودة,843208,م.إ.  طنطانة,منطقة بلدية,مدرسة ابتدائية,35.922783,10.568106
4165,10843209,Sousse,AKOUDA,E.P.OUED EL AROUG,E.PRIMAIRE,سوسة,أكودة,843209,م.إ.  وادي العروق,منطقة بلدية,مدرسة ابتدائية,35.874887,10.5766399999999
4166,10843401,Sousse,KALAA KEBIRA,E.P.IBN KHALDOUN ,E.PRIMAIRE,سوسة,القلعة الكبيرة,843401,م.إ.  ابن خلدون,منطقة بلدية,مدرسة ابتدائية,35.871817,10.532432
4167,10843402,Sousse,KALAA KEBIRA,E.P.CITE  NOUVELLE,E.PRIMAIRE,سوسة,القلعة الكبيرة,843402,م.إ.  الحي الجديد,منطقة بلدية,مدرسة ابتدائية,35.8676099999999,10.545538
4168,10843403,Sousse,KALAA KEBIRA,E.P.1ER JUIN,E.PRIMAIRE,سوسة,القلعة الكبيرة,843403,م.إ.  غرة جوان,منطقة بلدية,مدرسة ابتدائية,35.86972,10.538067
4169,10843404,Sousse,KALAA KEBIRA,E.P.9 AVRIL,E.PRIMAIRE,سوسة,القلعة الكبيرة,843404,م.إ.  9 أفريل القلعة الكبرى,منطقة بلدية,مدرسة ابتدائية,35.8712939999999,10.542631
4170,10843405,Sousse,KALAA KEBIRA,E.P.QUARTIER EST,E.PRIMAIRE,سوسة,القلعة الكبيرة,843405,م.إ.  الحي الشرقي,منطقة بلدية,مدرسة ابتدائية,35.875957,10.541917
4171,10843406,Sousse,KALAA KEBIRA,E.P.CITE ENNOZHA,E.PRIMAIRE,سوسة,القلعة الكبيرة,843406,م.إ.  حي النزهة,منطقة بلدية,مدرسة ابتدائية,35.8895529999999,10.533756
4172,10843410,Sousse,KALAA KEBIRA,E.P.SOD CHIAB,E.PRIMAIRE,سوسة,القلعة الكبيرة,843410,م.إ.  سد الشياب,منطقة غير بلدية,مدرسة ابتدائية,35.93314,10.388054
4173,10843411,Sousse,KALAA KEBIRA,E.P.BEN AISSA-R.BELLAHOUANE,E.PRIMAIRE,سوسة,القلعة الكبيرة,843411,م.إ.  ابن عيسى,منطقة بلدية,مدرسة ابتدائية,35.86919,10.5343129999999
4174,10843412,Sousse,KALAA KEBIRA,E.P.EL BOURA,E.PRIMAIRE,سوسة,القلعة الكبيرة,843412,م.إ.  البورة ا,منطقة غير بلدية,مدرسة ابتدائية,35.893135,10.414421
4175,10843413,Sousse,KALAA KEBIRA,E.P.EL GABOU,E.PRIMAIRE,سوسة,القلعة الكبيرة,843413,م.إ.  القبو,منطقة غير بلدية,مدرسة ابتدائية,35.8387779999999,10.3937279999999
4176,10843414,Sousse,KALAA KEBIRA,E.P.EL KRARIA,E.PRIMAIRE,سوسة,القلعة الكبيرة,843414,م.إ.  الكرارية,منطقة غير بلدية,مدرسة ابتدائية,35.927152,10.346579
4177,10843415,Sousse,KALAA KEBIRA,E.P.HACHED,E.PRIMAIRE,سوسة,القلعة الكبيرة,843415,م.إ. حشاد,منطقة بلدية,مدرسة ابتدائية,35.878461,10.527289
4178,10843417,Sousse,KALAA KEBIRA,"E.P.""2 MARS""",E.PRIMAIRE,سوسة,القلعة الكبيرة,843417,"م.إ.  ""2 مارس """,منطقة بلدية,مدرسة ابتدائية,35.868051,10.530404
4179,10843418,Sousse,KALAA KEBIRA,E.P.ZITOUNA,E.PRIMAIRE,سوسة,القلعة الكبيرة,843418,م.إ.  الزيتونة,منطقة بلدية,مدرسة ابتدائية,35.868644,10.5254119999999
4180,10843421,Sousse,KALAA KEBIRA,E.P EL MANSOURA,E.PRIMAIRE,سوسة,القلعة الكبيرة,843421,م.إ. المنصورة,منطقة بلدية,مدرسة ابتدائية,35.865173,10.542379
4181,10843422,Sousse,KALAA KEBIRA,E.P.AHL JMII,E.PRIMAIRE,سوسة,القلعة الكبيرة,843422,م.إ. أهل جميع,منطقة غير بلدية,مدرسة ابتدائية,35.917864,10.403122
4182,10843423,Sousse,KALAA KEBIRA,E.P.OULED ES'SALAANI,E.PRIMAIRE,سوسة,القلعة الكبيرة,843423,م.إأولاد الصلعاني,منطقة غير بلدية,مدرسة ابتدائية,35.930175,10.365427
4183,10843424,Sousse,KALAA KEBIRA,E.P. EL GHWIRGA,E.PRIMAIRE,سوسة,القلعة الكبيرة,843424,م.إ الغويرقة,منطقة غير بلدية,مدرسة ابتدائية,35.831623,10.457047
4184,10843901,Sousse,SIDI BOU ALI,E.P.IBN KHALDOUN,E.PRIMAIRE,سوسة,سيدي بوعلي,843901,م.إ.  ابن خلدون ,منطقة بلدية,مدرسة ابتدائية,35.955784,10.4665979999999
4185,10843902,Sousse,SIDI BOU ALI,E.P.MENZEL GARE,E.PRIMAIRE,سوسة,سيدي بوعلي,843902,م.إ.  منزل المحطة ,منطقة غير بلدية,مدرسة ابتدائية,36.0115029999999,10.3792779999999
4186,10843903,Sousse,SIDI BOU ALI,E.P.SOD OULED ALI,E.PRIMAIRE,سوسة,سيدي بوعلي,843903,م.إ.  سدّ أولاد علي ,منطقة غير بلدية,مدرسة ابتدائية,35.945697,10.440666
4187,10843904,Sousse,SIDI BOU ALI,E.P.SELMOUNE,E.PRIMAIRE,سوسة,سيدي بوعلي,843904,م.إ.  سلمون ,منطقة غير بلدية,مدرسة ابتدائية,35.9972179999999,10.436432
4188,10843905,Sousse,SIDI BOU ALI,E.P.ESSOD NORD,E.PRIMAIRE,سوسة,سيدي بوعلي,843905,م.إ.  السد الشمالي ,منطقة غير بلدية,مدرسة ابتدائية,35.9619259999999,10.4421149999999
4189,10843906,Sousse,SIDI BOU ALI,E.P.EL KNENA,E.PRIMAIRE,سوسة,سيدي بوعلي,843906,م.إ.  الكنانة ,منطقة غير بلدية,مدرسة ابتدائية,35.948642,10.393805
4190,10843907,Sousse,SIDI BOU ALI,E.P.OURIMA,E.PRIMAIRE,سوسة,سيدي بوعلي,843907,م.إ.  وريمة ,منطقة غير بلدية,مدرسة ابتدائية,35.921345,10.4473199999999
4191,10843908,Sousse,SIDI BOU ALI,E.P.CHOUICHA,E.PRIMAIRE,سوسة,سيدي بوعلي,843908,م.إ.  الشويشة ,منطقة غير بلدية,مدرسة ابتدائية,35.970055,10.399799
4192,10843909,Sousse,SIDI BOU ALI,"E.P.""EL ANSARI""",E.PRIMAIRE,سوسة,سيدي بوعلي,843909,"م.إ.  ""الأنصاري"" ",منطقة بلدية,مدرسة ابتدائية,35.123456,10.123456
4193,10844301,Sousse,KALAA SGHIRA,E.P.BOURGUIBA,E.PRIMAIRE,سوسة,القلعة الصغيرة,844301,م.إ.  بورقيبة ,منطقة بلدية,مدرسة ابتدائية,35.8243259999999,10.5616509999999
4194,10844302,Sousse,KALAA SGHIRA,E.P.EL BOCHRA,E.PRIMAIRE,سوسة,القلعة الصغيرة,844302,م.إ.  البشرى ,منطقة بلدية,مدرسة ابتدائية,35.8247989999999,10.560503
4195,10844303,Sousse,KALAA SGHIRA,E.P.ENNAGR,E.PRIMAIRE,سوسة,القلعة الصغيرة,844303,م.إ. النقر ,منطقة غير بلدية,مدرسة ابتدائية,35.799602,10.511663
4196,10844304,Sousse,KALAA SGHIRA,E.P.IBN KHALDOUN,E.PRIMAIRE,سوسة,القلعة الصغيرة,844304,م.إ.  ابن خلدون ,منطقة بلدية,مدرسة ابتدائية,35.8235499999999,10.5505289999999
4197,10844305,Sousse,KALAA SGHIRA,E.P.EL HABIB,E.PRIMAIRE,سوسة,القلعة الصغيرة,844305,م.إ.   الحبيب ,منطقة بلدية,مدرسة ابتدائية,35.8318,10.5579
4198,10844306,Sousse,KALAA SGHIRA,E.P.1ER JUIN,E.PRIMAIRE,سوسة,القلعة الصغيرة,844306,م.إ.  غرة جوان,منطقة بلدية,مدرسة ابتدائية,35.8196149999999,10.563368
4199,10844307,Sousse,KALAA SGHIRA,E.P.OUED LEYA,E.PRIMAIRE,سوسة,القلعة الصغيرة,844307,م.إ.  وادي لاية ,منطقة غير بلدية,مدرسة ابتدائية,35.800412,10.4624919999999
4200,10844308,Sousse,KALAA SGHIRA,E.P.CITE EL MANEZEH 1,E.PRIMAIRE,سوسة,القلعة الصغيرة,844308,م.إ.  حي المنازه 1,منطقة بلدية,مدرسة ابتدائية,35.8321169999999,10.58456
4201,10844309,Sousse,KALAA SGHIRA,E.P.CITE EL MENEZEH 2,E.PRIMAIRE,سوسة,القلعة الصغيرة,844309,م.إ.  حي المنازه2 ,منطقة بلدية,مدرسة ابتدائية,35.8327809999999,10.5802359999999
4202,10844310,Sousse,KALAA SGHIRA,E.P EL NOUR (SABBEGHIN),E.PRIMAIRE,سوسة,القلعة الصغيرة,844310,م.إبت. النور(الصباغين),منطقة غير بلدية,مدرسة ابتدائية,35.826369,10.520302
4203,10844901,Sousse,BOUFICHA,E.P.HACHED,E.PRIMAIRE,سوسة,بوفيشة,844901,م.إ.  حشاد ,منطقة بلدية,مدرسة ابتدائية,36.3002579999999,10.458341
4204,10844902,Sousse,BOUFICHA,E.P.AIN RAHMA,E.PRIMAIRE,سوسة,بوفيشة,844902,م.إ.  عين الرحمة ,منطقة غير بلدية,مدرسة ابتدائية,36.230519,10.420683
4205,10844903,Sousse,BOUFICHA,E.P.SIDI SAID,E.PRIMAIRE,سوسة,بوفيشة,844903,م.إ.  سيدي سعيد ,منطقة غير بلدية,مدرسة ابتدائية,36.3369989999999,10.44919
4206,10844904,Sousse,BOUFICHA,E.P.SIDI KHLIFA,E.PRIMAIRE,سوسة,بوفيشة,844904,م.إ.  سيدي خليفة ,منطقة غير بلدية,مدرسة ابتدائية,36.255552,10.40418
4207,10844905,Sousse,BOUFICHA,E.P.SIDI M'TIR-HANNIBAL,E.PRIMAIRE,سوسة,بوفيشة,844905,م.إ.  سيدي مطير,منطقة غير بلدية,مدرسة ابتدائية,36.358013,10.4777299999999
4208,10844906,Sousse,BOUFICHA,E.P.SALLOUM-IBN JAZZAR,E.PRIMAIRE,سوسة,بوفيشة,844906,م.إ.  ابن الجزار - السلوم,منطقة بلدية,مدرسة ابتدائية,36.28313,10.4753279999999
4209,10844907,Sousse,BOUFICHA,E.P.ESSAFHA,E.PRIMAIRE,سوسة,بوفيشة,844907,م.إ.  الصفحة,منطقة غير بلدية,مدرسة ابتدائية,36.1864759999999,10.344334
4210,10844908,Sousse,BOUFICHA,E.P.OUED KHARROUB,E.PRIMAIRE,سوسة,بوفيشة,844908,م.إ.  وادي الخروب ,منطقة غير بلدية,مدرسة ابتدائية,36.3130379999999,10.402077
4211,10844909,Sousse,BOUFICHA,"E.P.""2 MARS""",E.PRIMAIRE,سوسة,بوفيشة,844909,"م.إ.  ""2 مارس"" ",منطقة بلدية,مدرسة ابتدائية,36.299522,10.453054
4212,10844910,Sousse,BOUFICHA,E.P.CHABBI KM 70,E.PRIMAIRE,سوسة,بوفيشة,844910,م.إ.  الشابي كلم / 70 ,منطقة غير بلدية,مدرسة ابتدائية,36.326444,10.499276
4213,10844911,Sousse,BOUFICHA,E.P.EL MTHALITH,E.PRIMAIRE,سوسة,بوفيشة,844911,م.إ.  المثاليث ,منطقة غير بلدية,مدرسة ابتدائية,36.191043,10.418839
4214,10844912,Sousse,BOUFICHA,E.P.LENDARIA,E.PRIMAIRE,سوسة,بوفيشة,844912,م.إ. لندرية ,منطقة غير بلدية,مدرسة ابتدائية,36.2834819999999,10.41197
4215,10844913,Sousse,BOUFICHA,E.P.CITE ER'RIADH,E.PRIMAIRE,سوسة,بوفيشة,844913,المدسة الإبتدائية حي الرياض,منطقة بلدية,مدرسة ابتدائية,36.2926629999999,10.451973
4216,10845401,Sousse,MSAKEN,E.P.PLACE MARCHE,E.PRIMAIRE,سوسة,مساكن,845401,م.إ.  بطحاء السوق ,منطقة بلدية,مدرسة ابتدائية,35.7284829999999,10.5798
4217,10845402,Sousse,MSAKEN,E.P.RUE POSTE,E.PRIMAIRE,سوسة,مساكن,845402,م.إ.  نهج البريد ,منطقة بلدية,مدرسة ابتدائية,35.725897,10.5829369999999
4218,10845403,Sousse,MSAKEN,E.P.RUE GARE,E.PRIMAIRE,سوسة,مساكن,845403,م.إ.  نهج المحطة ,منطقة بلدية,مدرسة ابتدائية,35.7258599999999,10.583982
4219,10845404,Sousse,MSAKEN,E.P.CITE NORD-RUE THAMEUR,E.PRIMAIRE,سوسة,مساكن,845404,م.إ.  الحي الشمالي-,منطقة بلدية,مدرسة ابتدائية,35.727125,10.573548
4220,10845405,Sousse,MSAKEN,E.P.CITE NOUVELLE,E.PRIMAIRE,سوسة,مساكن,845405,م.إ.  الحي الجديد ,منطقة بلدية,مدرسة ابتدائية,35.736362,10.5877719999999
4221,10845406,Sousse,MSAKEN,E.P.2 MARS,E.PRIMAIRE,سوسة,مساكن,845406,م.إ. 2 مارس,منطقة بلدية,مدرسة ابتدائية,35.7287019999999,10.572995
4222,10845407,Sousse,MSAKEN,E.P.ETTAHRIR,E.PRIMAIRE,سوسة,مساكن,845407,م.إ.  حي التحرير ,منطقة بلدية,مدرسة ابتدائية,35.738218,10.578708
4223,10845408,Sousse,MSAKEN,E.P.BENI KALTHOUM,E.PRIMAIRE,سوسة,مساكن,845408,م.إ.  بني كلثوم ,منطقة غير بلدية,مدرسة ابتدائية,35.702103,10.588004
4224,10845409,Sousse,MSAKEN,E.P.MOUREDDINE,E.PRIMAIRE,سوسة,مساكن,845409,م.إ.  المور الدين ,منطقة غير بلدية,مدرسة ابتدائية,35.7611849999999,10.54721
4225,10845410,Sousse,MSAKEN,E.P.MESSADINE 1,E.PRIMAIRE,سوسة,مساكن,845410,م.إ.  إبن الهيثم المسعدين ,منطقة بلدية,مدرسة ابتدائية,35.7610689999999,10.596976
4226,10845411,Sousse,MSAKEN,E.P.BENI RABIAA,E.PRIMAIRE,سوسة,مساكن,845411,م.إ.  بني ربيعة ,منطقة غير بلدية,مدرسة ابتدائية,35.672525,10.568485
4227,10845412,Sousse,MSAKEN,E.P.BORJINE,E.PRIMAIRE,سوسة,مساكن,845412,م.إ.  البرجين ,منطقة غير بلدية,مدرسة ابتدائية,35.667366,10.576002
4228,10845413,Sousse,MSAKEN,E.P.KNAIES,E.PRIMAIRE,سوسة,مساكن,845413,م.إ. الكنائس,منطقة غير بلدية,مدرسة ابتدائية,35.6783,10.508348
4229,10845414,Sousse,MSAKEN,E.P.FRADA,E.PRIMAIRE,سوسة,مساكن,845414,م.إ. الفرادة ,منطقة غير بلدية,مدرسة ابتدائية,35.55216,10.518891
4230,10845415,Sousse,MSAKEN,E.P.F'RADA NOUVELLE,E.PRIMAIRE,سوسة,مساكن,845415,م.إ.  الفرادة الجديدة ,منطقة غير بلدية,مدرسة ابتدائية,35.5905449999999,10.519387
4231,10845416,Sousse,MSAKEN,E.P.EL KAABI,E.PRIMAIRE,سوسة,مساكن,845416,م.إ.  الكعيبي ,منطقة بلدية,مدرسة ابتدائية,35.7226989999999,10.562827
4232,10845418,Sousse,MSAKEN,E.P.NOUHOUDH-1 JUIN,E.PRIMAIRE,سوسة,مساكن,845418,م.إ.  النهوض  ,منطقة بلدية,مدرسة ابتدائية,35.721702,10.575844
4233,10845419,Sousse,MSAKEN,E.P.EN NAJAH,E.PRIMAIRE,سوسة,مساكن,845419,م.إ. النجاح مساكن,منطقة بلدية,مدرسة ابتدائية,35.7351219999999,10.587118
4234,10845424,Sousse,MSAKEN,E.P.ENNOUR,E.PRIMAIRE,سوسة,مساكن,845424,م.إ. النور ,منطقة بلدية,مدرسة ابتدائية,35.732351,10.592558
4235,10845426,Sousse,MSAKEN,E.P.BIR IMEM CHAFAI,E.PRIMAIRE,سوسة,مساكن,845426,م.إ.  الإمام الشافعي ,منطقة بلدية,مدرسة ابتدائية,35.7285919999999,10.590973
4236,10845427,Sousse,MSAKEN,E.P.SIDI ABBAR,E.PRIMAIRE,سوسة,مساكن,845427,م.إ.  سيدي عبار ,منطقة بلدية,مدرسة ابتدائية,35.732565,10.564747
4237,10845428,Sousse,MSAKEN,E.P.OUED LEYA,E.PRIMAIRE,سوسة,مساكن,845428,م.إ.  وادي لاية ,منطقة غير بلدية,مدرسة ابتدائية,35.7723179999999,10.507206
4238,10845430,Sousse,MSAKEN,E.P.MESSAADINE 2 NOUVELLE,E.PRIMAIRE,سوسة,مساكن,845430,م.إ.  المسعدين 2,منطقة بلدية,مدرسة ابتدائية,35.7677059999999,10.6000789999999
4239,10845431,Sousse,MSAKEN,E.PRIMAIRE LA LIBERTE,E.PRIMAIRE,سوسة,مساكن,845431,م.إ.  الحرية,منطقة بلدية,مدرسة ابتدائية,35.44`57.89 N,10.34`02.59 E
4240,10845501,Sousse,SIDI EL HENI,E.P.GHABGHOUB,E.PRIMAIRE,سوسة,سيدي الهاني,845501,م.إ. غبغوب ,منطقة غير بلدية,مدرسة ابتدائية,35.692523,10.4036919999999
4241,10845502,Sousse,SIDI EL HENI,E.P.KROUSSIA,E.PRIMAIRE,سوسة,سيدي الهاني,845502,م.إ.  كروسية ,منطقة غير بلدية,مدرسة ابتدائية,35.757778,10.316551
4242,10845503,Sousse,SIDI EL HENI,E.P.SIDI ELHENI,E.PRIMAIRE,سوسة,سيدي الهاني,845503,م.إ. سيدي الهاني ,منطقة بلدية,مدرسة ابتدائية,35.680663,10.312034
4243,10845504,Sousse,SIDI EL HENI,E.P.OULED ALI BEL HANI,E.PRIMAIRE,سوسة,سيدي الهاني,845504,م.إ.  أولاد علي بلهاني ,منطقة بلدية,مدرسة ابتدائية,35.7113719999999,10.336693
4244,10845505,Sousse,SIDI EL HENI,E.P.OULED KHECHINE,E.PRIMAIRE,سوسة,سيدي الهاني,845505,م.إ.  أولاد الخشين ,منطقة غير بلدية,مدرسة ابتدائية,35.7181089999999,10.245846
4245,10845506,Sousse,SIDI EL HENI,E.P.OULED BOUBAKER,E.PRIMAIRE,سوسة,سيدي الهاني,845506,م.إ.  أولاد بوبكر,منطقة غير بلدية,مدرسة ابتدائية,35.668747,10.342917
4246,10845507,Sousse,SIDI EL HENI,E.P.ECHRACHIR,E.PRIMAIRE,سوسة,سيدي الهاني,845507,م.إ.  الشراشير ,منطقة غير بلدية,مدرسة ابتدائية,35.7471389999999,10.256515
4247,10845508,Sousse,SIDI EL HENI,E.P.KROUSSIA EST,E.PRIMAIRE,سوسة,سيدي الهاني,845508,م.إ.  كروسية الشرقية ,منطقة غير بلدية,مدرسة ابتدائية,35.785558,10.325376
4248,10845509,Sousse,SIDI EL HENI,E.P.MOUISSET,E.PRIMAIRE,سوسة,سيدي الهاني,845509,م.إ.  المويسات,منطقة غير بلدية,مدرسة ابتدائية,35.688594,10.2729649999999
4249,10845510,Sousse,SIDI EL HENI,E.P.OULED ESSGHIR,E.PRIMAIRE,سوسة,سيدي الهاني,845510,م.إ. أولاد الصغير ,منطقة غير بلدية,مدرسة ابتدائية,35.70685,10.230732
4250,10845511,Sousse,SIDI EL HENI,E.P.EL AZIB,E.PRIMAIRE,سوسة,سيدي الهاني,845511,م.إ. العزيب,منطقة غير بلدية,مدرسة ابتدائية,35.7410509999999,10.355827
4251,10845601,Sousse,ENFIDA,E.P.RUE HEDI CHAKER,E.PRIMAIRE,سوسة,النفيضة,845601,م.إ.  الهادي شاكر,منطقة بلدية,مدرسة ابتدائية,36.1341139999999,10.380824
4252,10845602,Sousse,ENFIDA,E.P.CHEGARNIA,E.PRIMAIRE,سوسة,النفيضة,845602,م.إ.  الشقارنية ,منطقة غير بلدية,مدرسة ابتدائية,36.165841,10.41656
4253,10845604,Sousse,ENFIDA,E.P.OULED ABDALLAH,E.PRIMAIRE,سوسة,النفيضة,845604,م.إ.  أولاد عبد الله ,منطقة غير بلدية,مدرسة ابتدائية,36.147046,10.348978
4254,10845605,Sousse,ENFIDA,E.P.MZL DAR BELOUAER,E.PRIMAIRE,سوسة,النفيضة,845605,م.إ. منزل دار بلواعر ,منطقة غير بلدية,مدرسة ابتدائية,36.037022,10.322751
4255,10845607,Sousse,ENFIDA,E.P.HACHED,E.PRIMAIRE,سوسة,النفيضة,845607,م.إ. فرحات حشاد النفيضة,منطقة بلدية,مدرسة ابتدائية,36.1321209999999,10.3738689999999
4256,10845608,Sousse,ENFIDA,E.P.FRADI,E.PRIMAIRE,سوسة,النفيضة,845608,م.إ.  الفرادي ,منطقة غير بلدية,مدرسة ابتدائية,36.1073409999999,10.319005
4257,10845610,Sousse,ENFIDA,E.P.AIN GARSI,E.PRIMAIRE,سوسة,النفيضة,845610,م.إ.  عين قارصي,منطقة غير بلدية,مدرسة ابتدائية,36.145425,10.251644
4258,10845611,Sousse,ENFIDA,E.P.AIN MDHAKER,E.PRIMAIRE,سوسة,النفيضة,845611,م.إ.  عين مذاكر ,منطقة غير بلدية,مدرسة ابتدائية,36.2012679999999,10.277342
4259,10845612,Sousse,ENFIDA,E.P.HICHER,E.PRIMAIRE,سوسة,النفيضة,845612,م.إ.  هيشر ,منطقة غير بلدية,مدرسة ابتدائية,36.136533,10.206802
4260,10845614,Sousse,ENFIDA,E.P.MENZEL FATAH,E.PRIMAIRE,سوسة,النفيضة,845614,م.إ.  منزل فاتح ,منطقة غير بلدية,مدرسة ابتدائية,36.1359089999999,10.2953639999999
4261,10845616,Sousse,ENFIDA,E.P.TAKROUNA,E.PRIMAIRE,سوسة,النفيضة,845616,م.إ.  تكرونة ,منطقة غير بلدية,مدرسة ابتدائية,36.1520439999999,10.333728
4262,10845619,Sousse,ENFIDA,E.P.EL GHOUILETTE,E.PRIMAIRE,سوسة,النفيضة,845619,م.إ.  الغويلات,منطقة غير بلدية,مدرسة ابتدائية,36.0461239999999,10.293105
4263,10845620,Sousse,ENFIDA,E.P.MRABAT HACHED,E.PRIMAIRE,سوسة,النفيضة,845620,م.إ. مرابط حشاد ,منطقة غير بلدية,مدرسة ابتدائية,36.0804779999999,10.285009
4264,10845621,Sousse,ENFIDA,E.P.EL GHOUALIF,E.PRIMAIRE,سوسة,النفيضة,845621,م.إ.  الغواليف ,منطقة غير بلدية,مدرسة ابتدائية,36.1027819999999,10.240614
4265,10845625,Sousse,ENFIDA,E.P.GRIMIT EST,E.PRIMAIRE,سوسة,النفيضة,845625,م.إ.  قريميت الشرقية ,منطقة غير بلدية,مدرسة ابتدائية,36.113643,10.2733519999999
4266,10845626,Sousse,ENFIDA,E.P.OULED TELIL,E.PRIMAIRE,سوسة,النفيضة,845626,م.إ.  أولاد تليل ,منطقة غير بلدية,مدرسة ابتدائية,36.0472359999999,10.259296
4267,10845627,Sousse,ENFIDA,E.P.GRIMIT OUEST,E.PRIMAIRE,سوسة,النفيضة,845627,م.إ.  قريميت الغربية ,منطقة غير بلدية,مدرسة ابتدائية,36.078913,10.254939
4268,10845628,Sousse,ENFIDA,E.P.SIDI SAIDENE,E.PRIMAIRE,سوسة,النفيضة,845628,م.إ.  سيدي سعيدان ,منطقة غير بلدية,مدرسة ابتدائية,36.0549249999999,10.225842
4269,10845629,Sousse,ENFIDA,E.P.M'DEFII,E.PRIMAIRE,سوسة,النفيضة,845629,م.إ.  المدافعي ,منطقة غير بلدية,مدرسة ابتدائية,36.04182,10.248787
4270,10845630,Sousse,ENFIDA,E.P.SMAIDIA OULED BELLIL,E.PRIMAIRE,سوسة,النفيضة,845630,م.إ.  الصمايدية أولاد بالليل,منطقة غير بلدية,مدرسة ابتدائية,36.069687,10.217045
4271,10845631,Sousse,ENFIDA,E.P.AYAYACHA,E.PRIMAIRE,سوسة,النفيضة,845631,م.إ. العيايشة,منطقة غير بلدية,مدرسة ابتدائية,36.136403,10.2302579999999
4272,10845632,Sousse,ENFIDA,E.P AL ERTIKA (AWLED MOUHAMED),E.PRIMAIRE,سوسة,النفيضة,845632,م.إبت. الارتقاء (اولاد محمد),منطقة غير بلدية,مدرسة ابتدائية,36.068533,10.258347
4273,10845902,Sousse,KONDAR,E.P.KONDAR,E.PRIMAIRE,سوسة,كندار,845902,م.إ.  كندار,منطقة بلدية,مدرسة ابتدائية,35.934604,10.3008039999999
4274,10845903,Sousse,KONDAR,E.P.OULED AMEUR,E.PRIMAIRE,سوسة,كندار,845903,م.إ.  أولاد عامر,منطقة غير بلدية,مدرسة ابتدائية,36.012497,10.314131
4275,10845904,Sousse,KONDAR,E.P.BECHACHMA,E.PRIMAIRE,سوسة,كندار,845904,م.إ. البشاشمة ,منطقة غير بلدية,مدرسة ابتدائية,35.8404039999999,10.179193
4276,10845905,Sousse,KONDAR,E.P.BELALMA,E.PRIMAIRE,سوسة,كندار,845905,م.إ. البلالمة ,منطقة غير بلدية,مدرسة ابتدائية,35.9310949999999,10.237793
4277,10845906,Sousse,KONDAR,E.P.GUEMATA,E.PRIMAIRE,سوسة,كندار,845906,م.إ. القماطة ,منطقة غير بلدية,مدرسة ابتدائية,35.9620189999999,10.3237679999999
